MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,定義副傷病ﾌﾗｸﾞ,ICD名称,ICDｺｰﾄﾞ,変更区分,有効期間,,更新日
01,0060,2,1,カプスラーツム慢性肺ヒストプラスマ症,B391,0,20220401,99999999,00000000
01,0060,2,1,カプスラーツム肺ヒストプラスマ症，詳細不明,B392,0,20220401,99999999,00000000
01,0060,2,1,カプスラーツム播種性ヒストプラスマ症,B393,0,20220401,99999999,00000000
01,0060,2,1,カプスラーツムヒストプラスマ症，詳細不明,B394,0,20220401,99999999,00000000
01,0060,2,1,ズボアジヒストプラスマ症,B395,0,20220401,99999999,00000000
01,0060,2,1,ヒストプラスマ症，詳細不明,B399,0,20220401,99999999,00000000
01,0060,2,1,急性肺ブラストミセス症,B400,0,20220401,99999999,00000000
01,0060,2,1,慢性肺ブラストミセス症,B401,0,20220401,99999999,00000000
01,0060,2,1,肺ブラストミセス症，詳細不明,B402,0,20220401,99999999,00000000
01,0060,2,1,皮膚ブラストミセス症,B403,0,20220401,99999999,00000000
01,0060,2,1,播種性ブラストミセス症,B407,0,20220401,99999999,00000000
01,0060,2,1,その他の型のブラストミセス症,B408,0,20220401,99999999,00000000
01,0060,2,1,ブラストミセス症，詳細不明,B409,0,20220401,99999999,00000000
01,0060,2,1,肺パラコクシジオイデス症,B410,0,20220401,99999999,00000000
01,0060,2,1,播種性パラコクシジオイデス症,B417,0,20220401,99999999,00000000
01,0060,2,1,その他の型のパラコクシジオイデス症,B418,0,20220401,99999999,00000000
01,0060,2,1,パラコクシジオイデス症，詳細不明,B419,0,20220401,99999999,00000000
01,0060,2,1,肺スポロトリコーシス,B420,0,20220401,99999999,00000000
01,0060,2,1,リンパ管皮膚型スポロトリコーシス,B421,0,20220401,99999999,00000000
01,0060,2,1,播種性スポロトリコーシス,B427,0,20220401,99999999,00000000
01,0060,2,1,その他の型のスポロトリコーシス,B428,0,20220401,99999999,00000000
01,0060,2,1,スポロトリコーシス，詳細不明,B429,0,20220401,99999999,00000000
01,0060,2,1,皮膚クロモミコーシス,B430,0,20220401,99999999,00000000
01,0060,2,1,皮下フェオミコーシス性膿瘍及びのう＜嚢＞胞,B432,0,20220401,99999999,00000000
01,0060,2,1,その他の型のクロモミコーシス,B438,0,20220401,99999999,00000000
01,0060,2,1,クロモミコーシス，詳細不明,B439,0,20220401,99999999,00000000
01,0060,2,1,侵襲性肺アスペルギルス症,B440,0,20220401,99999999,00000000
01,0060,2,1,その他の肺アスペルギルス症,B441,0,20220401,99999999,00000000
01,0060,2,1,扁桃アスペルギルス症,B442,0,20220401,99999999,00000000
01,0060,2,1,播種性アスペルギルス症,B447,0,20220401,99999999,00000000
01,0060,2,1,その他の型のアスペルギルス症,B448,0,20220401,99999999,00000000
01,0060,2,1,アスペルギルス症，詳細不明,B449,0,20220401,99999999,00000000
01,0060,2,1,脳クリプトコックス症,B451,0,20220401,99999999,00000000
01,0060,2,1,皮膚クリプトコックス症,B452,0,20220401,99999999,00000000
01,0060,2,1,骨クリプトコックス症,B453,0,20220401,99999999,00000000
01,0060,2,1,播種性クリプトコックス症,B457,0,20220401,99999999,00000000
01,0060,2,1,その他の型のクリプトコックス症,B458,0,20220401,99999999,00000000
01,0060,2,1,クリプトコックス症，詳細不明,B459,0,20220401,99999999,00000000
01,0060,2,1,肺ムーコル＜ムコール＞症,B460,0,20220401,99999999,00000000
01,0060,2,1,鼻脳ムーコル＜ムコール＞症,B461,0,20220401,99999999,00000000
01,0060,2,1,胃腸ムーコル＜ムコール＞症,B462,0,20220401,99999999,00000000
01,0060,2,1,皮膚ムーコル＜ムコール＞症,B463,0,20220401,99999999,00000000
01,0060,2,1,播種性ムーコル＜ムコール＞症,B464,0,20220401,99999999,00000000
01,0060,2,1,ムーコル＜ムコール＞症，詳細不明,B465,0,20220401,99999999,00000000
01,0060,2,1,その他の接合菌症,B468,0,20220401,99999999,00000000
01,0060,2,1,接合菌症，詳細不明,B469,0,20220401,99999999,00000000
01,0060,2,1,菌腫,B47$,0,20220401,99999999,00000000
01,0060,2,1,その他の真菌症，他に分類されないもの,B48$,0,20220401,99999999,00000000
01,0060,2,1,詳細不明の真菌症,B49,0,20220401,99999999,00000000
01,0060,2,1,ニューモシスチス症,B59,0,20220401,99999999,00000000
01,0060,2,1,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
01,0060,2,1,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
01,0060,2,1,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
01,0060,2,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
01,0060,2,1,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
01,0060,2,1,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
01,0060,2,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0060,2,1,急性尿細管間質性腎炎,N10,0,20220401,99999999,00000000
01,0060,2,1,膿腎（症）,N136,0,20220401,99999999,00000000
01,0060,2,1,腎膿瘍及び腎周囲膿瘍,N151,0,20220401,99999999,00000000
01,0060,2,1,尿路感染症，部位不明,N390,0,20220401,99999999,00000000
01,0060,1,1,てんかん,G40$,0,20220401,99999999,00000000
01,0060,1,1,てんかん重積（状態）,G41$,0,20220401,99999999,00000000
01,0060,1,1,脳性麻痺,G80$,0,20220401,99999999,00000000
01,0060,1,1,水頭症,G91$,0,20220401,99999999,00000000
01,0060,1,1,早期興奮症候群,I456,0,20220401,99999999,00000000
01,0060,1,1,発作性頻拍（症）,I47$,0,20220401,99999999,00000000
01,0060,1,1,心房細動及び粗動,I48$,0,20220401,99999999,00000000
01,0060,1,1,心室細動及び粗動,I490,0,20220401,99999999,00000000
01,0060,1,1,心房（性）早期脱分極,I491,0,20220401,99999999,00000000
01,0060,1,1,房室接合部早期脱分極,I492,0,20220401,99999999,00000000
01,0060,1,1,心室性早期脱分極,I493,0,20220401,99999999,00000000
01,0060,1,1,その他及び詳細不明の早期脱分極,I494,0,20220401,99999999,00000000
01,0060,1,1,その他の明示された不整脈,I498,0,20220401,99999999,00000000
01,0069,1,2,急性尿細管間質性腎炎,N10,0,20220401,99999999,00000000
01,0069,1,2,膿腎（症）,N136,0,20220401,99999999,00000000
01,0069,1,2,腎膿瘍及び腎周囲膿瘍,N151,0,20220401,99999999,00000000
01,0069,1,2,尿路感染症，部位不明,N390,0,20220401,99999999,00000000
01,0069,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0070,1,2,てんかん,G40$,0,20220401,99999999,00000000
01,0070,1,2,てんかん重積（状態）,G41$,0,20220401,99999999,00000000
01,0080,1,3,呼吸不全，他に分類されないもの,J96$,0,20220401,99999999,00000000
01,0080,1,2,てんかん,G40$,0,20220401,99999999,00000000
01,0080,1,2,てんかん重積（状態）,G41$,0,20220401,99999999,00000000
01,0081,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0110,1,1,百日咳菌による百日咳,A370,0,20220401,99999999,00000000
01,0110,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20220401,99999999,00000000
01,0110,1,1,百日咳，詳細不明,A379,0,20220401,99999999,00000000
01,0110,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20220401,99999999,00000000
01,0110,1,1,水痘肺炎,B012,0,20220401,99999999,00000000
01,0110,1,1,麻疹，肺炎を合併するもの,B052,0,20220401,99999999,00000000
01,0110,1,1,肺カンジダ症,B371,0,20220401,99999999,00000000
01,0110,1,1,ニューモシスチス症,B59,0,20220401,99999999,00000000
01,0110,1,1,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
01,0110,1,1,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
01,0110,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
01,0110,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
01,0110,1,1,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
01,0110,1,1,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
01,0155,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0160,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0170,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0200,1,3,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0200,1,2,てんかん,G40$,0,20220401,99999999,00000000
01,0200,1,2,てんかん重積（状態）,G41$,0,20220401,99999999,00000000
01,0230,1,1,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0310,1,2,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
01,0310,1,1,房室ブロック，第１度,I440,0,20220401,99999999,00000000
01,0310,1,1,房室ブロック，第２度,I441,0,20220401,99999999,00000000
01,0310,1,1,房室ブロック，完全,I442,0,20220401,99999999,00000000
01,0310,1,1,その他及び詳細不明の房室ブロック,I443,0,20220401,99999999,00000000
01,0310,1,1,左脚前枝ブロック,I444,0,20220401,99999999,00000000
01,0310,1,1,左脚後枝ブロック,I445,0,20220401,99999999,00000000
01,0310,1,1,その他及び詳細不明の分枝ブロック,I446,0,20220401,99999999,00000000
01,0310,1,1,左脚ブロック，詳細不明,I447,0,20220401,99999999,00000000
01,0310,1,1,右脚分枝ブロック,I450,0,20220401,99999999,00000000
01,0310,1,1,その他及び詳細不明の右脚ブロック,I451,0,20220401,99999999,00000000
01,0310,1,1,二束ブロック,I452,0,20220401,99999999,00000000
01,0310,1,1,三束ブロック,I453,0,20220401,99999999,00000000
01,0310,1,1,非特異性心室内ブロック,I454,0,20220401,99999999,00000000
01,0310,1,1,その他の明示された心ブロック,I455,0,20220401,99999999,00000000
01,0310,1,1,その他の明示された伝導障害,I458,0,20220401,99999999,00000000
01,0310,1,1,伝導障害，詳細不明,I459,0,20220401,99999999,00000000
01,0310,1,1,心停止,I46$,0,20220401,99999999,00000000
01,0310,1,1,洞不全症候群,I495,0,20220401,99999999,00000000
01,0310,1,1,心臓電子器具の機械的合併症,T821,0,20220401,99999999,00000000
03,001x,1,2,無顆粒球症,D70,0,20220401,99999999,00000000
03,001x,1,2,白血球の遺伝性異常,D720,0,20220401,99999999,00000000
03,001x,1,2,好酸球増加症,D721,0,20220401,99999999,00000000
03,001x,1,2,その他の明示された白血球の障害,D728,0,20220401,99999999,00000000
03,001x,1,2,白血球の障害，詳細不明,D729,0,20220401,99999999,00000000
03,001x,1,2,非電離放射線の慢性曝露による皮膚変化,L57$,0,20220401,99999999,00000000
03,001x,1,2,放射線皮膚炎,L58$,0,20220401,99999999,00000000
03,001x,1,2,皮膚及び皮下組織の放射線に関連するその他の明示された障害,L598,0,20220401,99999999,00000000
03,001x,1,2,皮膚及び皮下組織の放射線に関連する障害，詳細不明,L599,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，腎合併症を伴うもの,E112,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，眼合併症を伴うもの,E113,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，神経（学的）合併症を伴うもの,E114,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，末梢循環合併症を伴うもの,E115,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，その他の明示された合併症を伴うもの,E116,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，多発合併症を伴うもの,E117,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，詳細不明の合併症を伴うもの,E118,0,20220401,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，合併症を伴わないもの,E119,0,20220401,99999999,00000000
04,0010,1,2,無顆粒球症,D70,0,20220401,99999999,00000000
04,0010,1,2,白血球の遺伝性異常,D720,0,20220401,99999999,00000000
04,0010,1,2,好酸球増加症,D721,0,20220401,99999999,00000000
04,0010,1,2,その他の明示された白血球の障害,D728,0,20220401,99999999,00000000
04,0010,1,2,白血球の障害，詳細不明,D729,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，肩甲骨及び上肢の長骨,C400,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，上肢の短骨,C401,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の長骨,C402,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の短骨,C403,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨の境界部病巣,C408,0,20220401,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨，部位不明,C409,0,20220401,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，肋骨，胸骨及び鎖骨,C413,0,20220401,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨の境界部病巣,C418,0,20220401,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨，部位不明,C419,0,20220401,99999999,00000000
04,0040,1,3,骨及び骨髄の続発性悪性新生物＜腫瘍＞,C795,0,20220401,99999999,00000000
04,0040,1,2,無顆粒球症,D70,0,20220401,99999999,00000000
04,0040,1,2,白血球の遺伝性異常,D720,0,20220401,99999999,00000000
04,0040,1,2,好酸球増加症,D721,0,20220401,99999999,00000000
04,0040,1,2,その他の明示された白血球の障害,D728,0,20220401,99999999,00000000
04,0040,1,2,白血球の障害，詳細不明,D729,0,20220401,99999999,00000000
04,0040,1,1,百日咳菌による百日咳,A370,0,20220401,99999999,00000000
04,0040,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20220401,99999999,00000000
04,0040,1,1,百日咳，詳細不明,A379,0,20220401,99999999,00000000
04,0040,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20220401,99999999,00000000
04,0040,1,1,水痘肺炎,B012,0,20220401,99999999,00000000
04,0040,1,1,麻疹，肺炎を合併するもの,B052,0,20220401,99999999,00000000
04,0040,1,1,肺カンジダ症,B371,0,20220401,99999999,00000000
04,0040,1,1,ニューモシスチス症,B59,0,20220401,99999999,00000000
04,0040,1,1,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
04,0040,1,1,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
04,0040,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
04,0040,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
04,0040,1,1,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
04,0040,1,1,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
04,0080,1,1,クロストリジウム・ディフィシルによる腸炎,A047,0,20220401,99999999,00000000
04,0080,1,1,心不全,I50$,0,20220401,99999999,00000000
04,0080,1,1,胸水，他に分類されないもの,J90,0,20220401,99999999,00000000
04,0080,1,1,他に分類される病態における胸水,J91,0,20220401,99999999,00000000
04,0080,1,1,胸膜斑＜プラーク＞,J92$,0,20220401,99999999,00000000
04,0080,1,1,線維胸,J941,0,20220401,99999999,00000000
04,0080,1,1,その他の明示された胸膜病態,J948,0,20220401,99999999,00000000
04,0080,1,1,胸膜病態，詳細不明,J949,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，腎合併症を伴うもの,E112,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，眼合併症を伴うもの,E113,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，神経（学的）合併症を伴うもの,E114,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，末梢循環合併症を伴うもの,E115,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，その他の明示された合併症を伴うもの,E116,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，多発合併症を伴うもの,E117,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，詳細不明の合併症を伴うもの,E118,0,20220401,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，合併症を伴わないもの,E119,0,20220401,99999999,00000000
04,0100,1,1,肺気腫,J43$,0,20220401,99999999,00000000
04,0100,1,1,その他の慢性閉塞性肺疾患,J44$,0,20220401,99999999,00000000
04,0120,1,2,固形物及び液状物による肺臓炎,J69$,0,20220401,99999999,00000000
04,0140,1,2,百日咳菌による百日咳,A370,0,20220401,99999999,00000000
04,0140,1,2,その他のボルデテラ属菌種による百日咳,A378,0,20220401,99999999,00000000
04,0140,1,2,百日咳，詳細不明,A379,0,20220401,99999999,00000000
04,0140,1,2,レジオネラ症＜在郷軍人病＞,A481,0,20220401,99999999,00000000
04,0140,1,2,水痘肺炎,B012,0,20220401,99999999,00000000
04,0140,1,2,麻疹，肺炎を合併するもの,B052,0,20220401,99999999,00000000
04,0140,1,2,肺カンジダ症,B371,0,20220401,99999999,00000000
04,0140,1,2,ニューモシスチス症,B59,0,20220401,99999999,00000000
04,0140,1,2,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
04,0140,1,2,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
04,0140,1,2,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
04,0140,1,2,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
04,0140,1,2,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
04,0140,1,2,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
04,0150,1,3,サルモネラ敗血症,A021,0,20220401,99999999,00000000
04,0150,1,3,リステリア性敗血症,A327,0,20220401,99999999,00000000
04,0150,1,3,ウォーターハウス・フリーデリクセン＜Ｗａｔｅｒｈｏｕｓｅ－Ｆｒｉｄｅｒｉｃｈｓｅｎ＞症候群,A391,0,20220401,99999999,00000000
04,0150,1,3,慢性髄膜炎菌菌血症,A393,0,20220401,99999999,00000000
04,0150,1,3,髄膜炎菌性心疾患,A395,0,20220401,99999999,00000000
04,0150,1,3,連鎖球菌性敗血症,A40$,0,20220401,99999999,00000000
04,0150,1,3,その他の敗血症,A41$,0,20220401,99999999,00000000
04,0150,1,3,カンジダ性敗血症,B377,0,20220401,99999999,00000000
04,0150,1,3,播種性コクシジオイデス症,B387,0,20220401,99999999,00000000
04,0150,1,3,カプスラーツム播種性ヒストプラスマ症,B393,0,20220401,99999999,00000000
04,0150,1,3,播種性ブラストミセス症,B407,0,20220401,99999999,00000000
04,0150,1,3,播種性パラコクシジオイデス症,B417,0,20220401,99999999,00000000
04,0150,1,3,播種性スポロトリコーシス,B427,0,20220401,99999999,00000000
04,0150,1,3,播種性ムーコル＜ムコール＞症,B464,0,20220401,99999999,00000000
04,0170,1,1,百日咳菌による百日咳,A370,0,20220401,99999999,00000000
04,0170,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20220401,99999999,00000000
04,0170,1,1,百日咳，詳細不明,A379,0,20220401,99999999,00000000
04,0170,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20220401,99999999,00000000
04,0170,1,1,水痘肺炎,B012,0,20220401,99999999,00000000
04,0170,1,1,麻疹，肺炎を合併するもの,B052,0,20220401,99999999,00000000
04,0170,1,1,肺カンジダ症,B371,0,20220401,99999999,00000000
04,0170,1,1,ニューモシスチス症,B59,0,20220401,99999999,00000000
04,0170,1,1,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
04,0170,1,1,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
04,0170,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
04,0170,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
04,0170,1,1,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
04,0170,1,1,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
04,0170,1,1,呼吸不全，他に分類されないもの,J96$,0,20220401,99999999,00000000
04,0200,1,1,百日咳菌による百日咳,A370,0,20220401,99999999,00000000
04,0200,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20220401,99999999,00000000
04,0200,1,1,百日咳，詳細不明,A379,0,20220401,99999999,00000000
04,0200,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20220401,99999999,00000000
04,0200,1,1,水痘肺炎,B012,0,20220401,99999999,00000000
04,0200,1,1,麻疹，肺炎を合併するもの,B052,0,20220401,99999999,00000000
04,0200,1,1,肺カンジダ症,B371,0,20220401,99999999,00000000
04,0200,1,1,ニューモシスチス症,B59,0,20220401,99999999,00000000
04,0200,1,1,肺炎連鎖球菌による肺炎,J13,0,20220401,99999999,00000000
04,0200,1,1,インフルエンザ菌による肺炎,J14,0,20220401,99999999,00000000
04,0200,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20220401,99999999,00000000
04,0200,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20220401,99999999,00000000
04,0200,1,1,他に分類される疾患における肺炎,J17$,0,20220401,99999999,00000000
04,0200,1,1,肺炎，病原体不詳,J18$,0,20220401,99999999,00000000
04,0200,1,1,炭坑夫じん＜塵＞肺（症）,J60,0,20220401,99999999,00000000
