MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,名称,変更区分,有効期間,,更新日
02,001x,角膜・眼及び付属器の悪性腫瘍,0,20220401,99999999,00000000
02,0040,網膜芽細胞腫,0,20220401,99999999,00000000
02,006x,眼の良性腫瘍,0,20220401,99999999,00000000
02,0080,眼窩腫瘍,0,20220401,99999999,00000000
02,0100,涙嚢腫瘍,0,20220401,99999999,00000000
02,0110,白内障、水晶体の疾患,0,20220401,99999999,00000000
02,0120,前部ぶどう膜炎,0,20220401,99999999,00000000
02,0130,後部・汎ぶどう膜炎,0,20220401,99999999,00000000
02,0150,斜視（外傷性・癒着性を除く。）,0,20220401,99999999,00000000
02,0160,網膜剥離,0,20220401,99999999,00000000
02,0180,糖尿病性増殖性網膜症,0,20220401,99999999,00000000
02,0190,未熟児網膜症,0,20220401,99999999,00000000
02,0200,黄斑、後極変性,0,20220401,99999999,00000000
02,0210,網膜血管閉塞症,0,20220401,99999999,00000000
02,0220,緑内障,0,20220401,99999999,00000000
02,0230,眼瞼下垂,0,20220401,99999999,00000000
02,0240,硝子体疾患,0,20220401,99999999,00000000
02,0250,結膜の障害,0,20220401,99999999,00000000
02,0270,強膜の障害,0,20220401,99999999,00000000
02,0280,角膜の障害,0,20220401,99999999,00000000
02,0290,涙器の疾患,0,20220401,99999999,00000000
02,0320,眼瞼、涙器、眼窩の疾患,0,20220401,99999999,00000000
02,0325,甲状腺機能異常性眼球突出（症）,0,20220401,99999999,00000000
02,0340,虹彩・毛様体の障害,0,20220401,99999999,00000000
02,0350,脈絡膜の疾患,0,20220401,99999999,00000000
02,0360,眼球の障害,0,20220401,99999999,00000000
02,0370,視神経の疾患,0,20220401,99999999,00000000
02,0380,眼球運動障害,0,20220401,99999999,00000000
02,0390,視覚・視野障害,0,20220401,99999999,00000000
02,0400,眼、付属器の障害,0,20220401,99999999,00000000
03,001x,頭頸部悪性腫瘍,0,20220401,99999999,00000000
03,0150,耳・鼻・口腔・咽頭・大唾液腺の腫瘍,0,20220401,99999999,00000000
03,0180,口内炎、口腔疾患,0,20220401,99999999,00000000
03,0190,唾液腺炎、唾液腺膿瘍,0,20220401,99999999,00000000
03,0200,腺内唾石,0,20220401,99999999,00000000
03,0220,ガマ腫,0,20220401,99999999,00000000
03,0230,扁桃、アデノイドの慢性疾患,0,20220401,99999999,00000000
03,0240,扁桃周囲膿瘍、急性扁桃炎、急性咽頭喉頭炎,0,20220401,99999999,00000000
03,0245,伝染性単核球症,0,20220401,99999999,00000000
03,0250,睡眠時無呼吸,0,20220401,99999999,00000000
03,0270,上気道炎,0,20220401,99999999,00000000
03,0280,声帯ポリープ、結節,0,20220401,99999999,00000000
03,0290,声帯麻痺,0,20220401,99999999,00000000
03,0300,声帯の疾患（その他）,0,20220401,99999999,00000000
03,0320,鼻中隔弯曲症,0,20220401,99999999,00000000
03,0330,急性副鼻腔炎,0,20220401,99999999,00000000
03,0340,血管運動性鼻炎、アレルギー性鼻炎＜鼻アレルギー＞,0,20220401,99999999,00000000
03,0350,慢性副鼻腔炎,0,20220401,99999999,00000000
03,0360,副鼻腔嚢胞、鼻前庭嚢胞,0,20220401,99999999,00000000
03,0370,鼻ポリープ,0,20220401,99999999,00000000
03,0380,鼻出血,0,20220401,99999999,00000000
03,0390,顔面神経障害,0,20220401,99999999,00000000
03,0400,前庭機能障害,0,20220401,99999999,00000000
03,0410,めまい（末梢前庭以外）,0,20220401,99999999,00000000
03,0425,聴覚の障害（その他）,0,20220401,99999999,00000000
03,0428,突発性難聴,0,20220401,99999999,00000000
03,0430,滲出性中耳炎、耳管炎、耳管閉塞,0,20220401,99999999,00000000
03,0440,慢性化膿性中耳炎・中耳真珠腫,0,20220401,99999999,00000000
03,0450,外耳の障害（その他）,0,20220401,99999999,00000000
03,0460,中耳・乳様突起の障害,0,20220401,99999999,00000000
03,0470,内耳の障害（その他）,0,20220401,99999999,00000000
03,0475,耳硬化症,0,20220401,99999999,00000000
03,0490,上気道の疾患（その他）,0,20220401,99999999,00000000
03,0500,唾液腺の疾患（その他）,0,20220401,99999999,00000000
04,0010,縦隔悪性腫瘍、縦隔・胸膜の悪性腫瘍,0,20220401,99999999,00000000
04,0020,縦隔の良性腫瘍,0,20220401,99999999,00000000
04,0030,呼吸器系の良性腫瘍,0,20220401,99999999,00000000
04,0040,肺の悪性腫瘍,0,20220401,99999999,00000000
04,0050,胸壁腫瘍、胸膜腫瘍,0,20220401,99999999,00000000
04,0070,インフルエンザ、ウイルス性肺炎,0,20220401,99999999,00000000
04,0080,肺炎等,0,20220401,99999999,00000000
04,0081,誤嚥性肺炎,0,20220401,99999999,00000000
04,0090,急性気管支炎、急性細気管支炎、下気道感染症（その他）,0,20220401,99999999,00000000
04,0100,喘息,0,20220401,99999999,00000000
04,0110,間質性肺炎,0,20220401,99999999,00000000
04,0120,慢性閉塞性肺疾患,0,20220401,99999999,00000000
04,0130,呼吸不全（その他）,0,20220401,99999999,00000000
04,0140,気道出血（その他）,0,20220401,99999999,00000000
04,0150,肺・縦隔の感染、膿瘍形成,0,20220401,99999999,00000000
04,0151,呼吸器のアスペルギルス症,0,20220401,99999999,00000000
04,0160,呼吸器の結核,0,20220401,99999999,00000000
04,0170,抗酸菌関連疾患（肺結核以外）,0,20220401,99999999,00000000
04,0180,気管支狭窄など気管通過障害,0,20220401,99999999,00000000
04,0190,胸水、胸膜の疾患（その他）,0,20220401,99999999,00000000
04,0200,気胸,0,20220401,99999999,00000000
04,0210,気管支拡張症,0,20220401,99999999,00000000
04,0220,横隔膜腫瘍・横隔膜疾患（新生児を含む。）,0,20220401,99999999,00000000
04,0230,血胸、血気胸、乳び胸,0,20220401,99999999,00000000
04,0240,肺循環疾患,0,20220401,99999999,00000000
04,0250,急性呼吸窮＜促＞迫症候群,0,20220401,99999999,00000000
04,026x,肺高血圧性疾患,0,20220401,99999999,00000000
04,0310,その他の呼吸器の障害,0,20220401,99999999,00000000
05,0010,心臓の悪性腫瘍,0,20220401,99999999,00000000
05,0020,心臓の良性腫瘍,0,20220401,99999999,00000000
05,0030,急性心筋梗塞（続発性合併症を含む。）、再発性心筋梗塞,0,20220401,99999999,00000000
05,0050,狭心症、慢性虚血性心疾患,0,20220401,99999999,00000000
05,0060,心筋症（拡張型心筋症を含む。）,0,20220401,99999999,00000000
05,0070,頻脈性不整脈,0,20220401,99999999,00000000
05,0080,弁膜症（連合弁膜症を含む。）,0,20220401,99999999,00000000
05,0090,心内膜炎,0,20220401,99999999,00000000
05,0100,心筋炎,0,20220401,99999999,00000000
05,0110,急性心膜炎,0,20220401,99999999,00000000
05,0120,慢性心膜炎,0,20220401,99999999,00000000
05,0130,心不全,0,20220401,99999999,00000000
05,0140,高血圧性疾患,0,20220401,99999999,00000000
05,0161,大動脈解離,0,20220401,99999999,00000000
05,0162,破裂性大動脈瘤,0,20220401,99999999,00000000
05,0163,非破裂性大動脈瘤、腸骨動脈瘤,0,20220401,99999999,00000000
05,0170,閉塞性動脈疾患,0,20220401,99999999,00000000
05,0180,静脈・リンパ管疾患,0,20220401,99999999,00000000
05,0190,肺塞栓症,0,20220401,99999999,00000000
05,0200,循環器疾患（その他）,0,20220401,99999999,00000000
05,0210,徐脈性不整脈,0,20220401,99999999,00000000
05,0340,その他の循環器の障害,0,20220401,99999999,00000000
06,0010,食道の悪性腫瘍（頸部を含む。）,0,20220401,99999999,00000000
06,0020,胃の悪性腫瘍,0,20220401,99999999,00000000
06,0030,小腸の悪性腫瘍、腹膜の悪性腫瘍,0,20220401,99999999,00000000
06,0035,結腸（虫垂を含む。）の悪性腫瘍,0,20220401,99999999,00000000
06,0040,直腸肛門（直腸Ｓ状部から肛門）の悪性腫瘍,0,20220401,99999999,00000000
06,0050,肝・肝内胆管の悪性腫瘍（続発性を含む。）,0,20220401,99999999,00000000
06,0060,胆嚢、肝外胆管の悪性腫瘍,0,20220401,99999999,00000000
06,007x,膵臓、脾臓の腫瘍,0,20220401,99999999,00000000
06,0080,食道の良性腫瘍,0,20220401,99999999,00000000
06,0090,胃の良性腫瘍,0,20220401,99999999,00000000
06,0100,小腸大腸の良性疾患（良性腫瘍を含む。）,0,20220401,99999999,00000000
06,0102,穿孔又は膿瘍を伴わない憩室性疾患,0,20220401,99999999,00000000
06,0110,肝の良性腫瘍,0,20220401,99999999,00000000
06,0130,食道、胃、十二指腸、他腸の炎症（その他良性疾患）,0,20220401,99999999,00000000
06,0140,胃十二指腸潰瘍、胃憩室症、幽門狭窄（穿孔を伴わないもの）,0,20220401,99999999,00000000
06,0141,胃十二指腸潰瘍、胃憩室症、幽門狭窄（穿孔を伴うもの）,0,20220401,99999999,00000000
06,0150,虫垂炎,0,20220401,99999999,00000000
06,0160,鼠径ヘルニア,0,20220401,99999999,00000000
06,0170,閉塞、壊疽のない腹腔のヘルニア,0,20220401,99999999,00000000
06,0180,クローン病等,0,20220401,99999999,00000000
06,0185,潰瘍性大腸炎,0,20220401,99999999,00000000
06,0190,虚血性腸炎,0,20220401,99999999,00000000
06,0210,ヘルニアの記載のない腸閉塞,0,20220401,99999999,00000000
06,0220,直腸脱、肛門脱,0,20220401,99999999,00000000
06,0230,肛門周囲膿瘍,0,20220401,99999999,00000000
06,0235,痔瘻,0,20220401,99999999,00000000
06,0241,痔核,0,20220401,99999999,00000000
06,0250,尖圭コンジローム,0,20220401,99999999,00000000
06,0260,裂肛、肛門狭窄,0,20220401,99999999,00000000
06,0270,劇症肝炎、急性肝不全、急性肝炎,0,20220401,99999999,00000000
06,0280,アルコール性肝障害,0,20220401,99999999,00000000
06,0290,慢性肝炎（慢性Ｃ型肝炎を除く。）,0,20220401,99999999,00000000
06,0295,慢性Ｃ型肝炎,0,20220401,99999999,00000000
06,0300,肝硬変（胆汁性肝硬変を含む。）,0,20220401,99999999,00000000
06,0310,肝膿瘍（細菌性・寄生虫性疾患を含む。）,0,20220401,99999999,00000000
06,0320,肝嚢胞,0,20220401,99999999,00000000
06,0330,胆嚢疾患（胆嚢結石など）,0,20220401,99999999,00000000
06,0335,胆嚢炎等,0,20220401,99999999,00000000
06,0340,胆管（肝内外）結石、胆管炎,0,20220401,99999999,00000000
06,0350,急性膵炎、被包化壊死,0,20220401,99999999,00000000
06,0360,慢性膵炎（膵嚢胞を含む。）、自己免疫性膵炎、膵石症,0,20220401,99999999,00000000
06,0370,腹膜炎、腹腔内膿瘍（女性器臓器を除く。）,0,20220401,99999999,00000000
06,0380,ウイルス性腸炎,0,20220401,99999999,00000000
06,0390,細菌性腸炎,0,20220401,99999999,00000000
06,0391,偽膜性腸炎,0,20220401,99999999,00000000
06,0565,顎変形症,0,20220401,99999999,00000000
06,0570,その他の消化管の障害,0,20220401,99999999,00000000
07,0010,骨軟部の良性腫瘍（脊椎脊髄を除く。）,0,20220401,99999999,00000000
07,0020,神経の良性腫瘍,0,20220401,99999999,00000000
07,0030,脊椎・脊髄腫瘍,0,20220401,99999999,00000000
07,0040,骨の悪性腫瘍（脊椎を除く。）,0,20220401,99999999,00000000
07,0041,軟部の悪性腫瘍（脊髄を除く。）,0,20220401,99999999,00000000
07,0050,肩関節炎、肩の障害（その他）,0,20220401,99999999,00000000
07,0060,手肘の関節炎,0,20220401,99999999,00000000
07,0070,骨髄炎（上肢）,0,20220401,99999999,00000000
07,0071,骨髄炎（上肢以外）,0,20220401,99999999,00000000
07,0080,滑膜炎、腱鞘炎、軟骨などの炎症（上肢）,0,20220401,99999999,00000000
07,0085,滑膜炎、腱鞘炎、軟骨などの炎症（上肢以外）,0,20220401,99999999,00000000
07,0090,筋炎（感染性を含む。）,0,20220401,99999999,00000000
07,010x,化膿性関節炎（下肢）,0,20220401,99999999,00000000
07,0150,上肢神経障害（胸郭出口症候群を含む。）,0,20220401,99999999,00000000
07,0160,上肢末梢神経麻痺,0,20220401,99999999,00000000
07,0170,下肢神経疾患,0,20220401,99999999,00000000
07,0180,脊椎変形,0,20220401,99999999,00000000
07,0190,上肢・手の変形（偽関節を除く。）,0,20220401,99999999,00000000
07,0200,手関節症（変形性を含む。）,0,20220401,99999999,00000000
07,0210,下肢の変形,0,20220401,99999999,00000000
07,0230,膝関節症（変形性を含む。）,0,20220401,99999999,00000000
07,0240,動揺関節症,0,20220401,99999999,00000000
07,0250,関節内障、関節内遊離体,0,20220401,99999999,00000000
07,0270,膝蓋骨の障害,0,20220401,99999999,00000000
07,0280,骨端症、骨軟骨障害・骨壊死、発育期の膝関節障害,0,20220401,99999999,00000000
07,0290,上肢関節拘縮・強直,0,20220401,99999999,00000000
07,0310,下肢関節拘縮・強直,0,20220401,99999999,00000000
07,0330,脊椎感染（感染を含む。）,0,20220401,99999999,00000000
07,034x,脊柱管狭窄（脊椎症を含む。）,0,20220401,99999999,00000000
07,0341,脊柱管狭窄（脊椎症を含む。）　頸部,0,20220401,99999999,00000000
07,0343,脊柱管狭窄（脊椎症を含む。）　腰部骨盤、不安定椎,0,20220401,99999999,00000000
07,0350,椎間板変性、ヘルニア,0,20220401,99999999,00000000
07,0370,脊椎骨粗鬆症,0,20220401,99999999,00000000
07,0380,ガングリオン,0,20220401,99999999,00000000
07,0390,線維芽細胞性障害,0,20220401,99999999,00000000
07,0395,壊死性筋膜炎,0,20220401,99999999,00000000
07,040x,股関節骨頭壊死、股関節症（変形性を含む。）,0,20220401,99999999,00000000
07,0420,大腿骨頭すべり症,0,20220401,99999999,00000000
07,0430,神経異栄養症、骨成長障害、骨障害（その他）,0,20220401,99999999,00000000
07,0440,色素性絨毛結節性滑膜炎,0,20220401,99999999,00000000
07,0460,股関節ペルテス病,0,20220401,99999999,00000000
07,0470,関節リウマチ,0,20220401,99999999,00000000
07,0480,脊椎関節炎,0,20220401,99999999,00000000
07,0510,痛風、関節の障害（その他）,0,20220401,99999999,00000000
07,0520,リンパ節、リンパ管の疾患,0,20220401,99999999,00000000
07,0560,重篤な臓器病変を伴う全身性自己免疫疾患,0,20220401,99999999,00000000
07,0570,瘢痕拘縮,0,20220401,99999999,00000000
07,0580,斜頸,0,20220401,99999999,00000000
07,0590,血管腫、リンパ管腫,0,20220401,99999999,00000000
07,0600,骨折変形癒合、癒合不全などによる変形（上肢以外）,0,20220401,99999999,00000000
07,0610,骨折変形癒合、癒合不全などによる変形（上肢）,0,20220401,99999999,00000000
07,1030,その他の筋骨格系・結合組織の疾患,0,20220401,99999999,00000000
08,0005,黒色腫,0,20220401,99999999,00000000
08,0006,皮膚の悪性腫瘍（黒色腫以外）,0,20220401,99999999,00000000
08,0007,皮膚の良性新生物,0,20220401,99999999,00000000
08,0010,膿皮症,0,20220401,99999999,00000000
08,0020,帯状疱疹,0,20220401,99999999,00000000
08,0030,疱疹（帯状疱疹を除く。）、その類症,0,20220401,99999999,00000000
08,0040,ウイルス性急性発疹症,0,20220401,99999999,00000000
08,0050,湿疹、皮膚炎群,0,20220401,99999999,00000000
08,0080,痒疹、蕁麻疹,0,20220401,99999999,00000000
08,0090,紅斑症,0,20220401,99999999,00000000
08,0100,薬疹、中毒疹,0,20220401,99999999,00000000
08,0105,重症薬疹,0,20220401,99999999,00000000
08,0110,水疱症,0,20220401,99999999,00000000
08,0120,紅皮症,0,20220401,99999999,00000000
08,0130,角化症、角皮症,0,20220401,99999999,00000000
08,0140,炎症性角化症,0,20220401,99999999,00000000
08,0150,爪の疾患,0,20220401,99999999,00000000
08,0160,皮膚の萎縮性障害,0,20220401,99999999,00000000
08,0180,母斑、母斑症,0,20220401,99999999,00000000
08,0190,脱毛症,0,20220401,99999999,00000000
08,0210,ざ瘡、皮膚の障害（その他）,0,20220401,99999999,00000000
08,0220,エクリン汗腺の障害、アポクリン汗腺の障害,0,20220401,99999999,00000000
08,0230,皮膚色素異常症,0,20220401,99999999,00000000
08,0240,多汗症,0,20220401,99999999,00000000
08,0245,放射線皮膚障害,0,20220401,99999999,00000000
08,0250,褥瘡潰瘍,0,20220401,99999999,00000000
08,0260,その他の皮膚の疾患,0,20220401,99999999,00000000
08,0270,食物アレルギー,0,20220401,99999999,00000000
09,0010,乳房の悪性腫瘍,0,20220401,99999999,00000000
09,0020,乳房の良性腫瘍,0,20220401,99999999,00000000
09,0030,乳房の炎症性障害,0,20220401,99999999,00000000
09,0040,乳房の形態異常、女性化乳房、乳腺症など,0,20220401,99999999,00000000
10,0010,多発性内分泌腺腫症,0,20220401,99999999,00000000
10,0020,甲状腺の悪性腫瘍,0,20220401,99999999,00000000
10,0030,内分泌腺及び関連組織の腫瘍,0,20220401,99999999,00000000
10,0040,糖尿病性ケトアシドーシス、非ケトン昏睡,0,20220401,99999999,00000000
10,0050,低血糖症（糖尿病治療に伴う場合）,0,20220401,99999999,00000000
10,006x,１型糖尿病（糖尿病性ケトアシドーシスを除く。）,0,20220401,99999999,00000000
10,007x,２型糖尿病（糖尿病性ケトアシドーシスを除く。）,0,20220401,99999999,00000000
10,008x,その他の糖尿病（糖尿病性ケトアシドーシスを除く。）,0,20220401,99999999,00000000
10,0100,糖尿病足病変,0,20220401,99999999,00000000
10,0120,肥満症,0,20220401,99999999,00000000
10,0130,甲状腺の良性結節,0,20220401,99999999,00000000
10,0140,甲状腺機能亢進症,0,20220401,99999999,00000000
10,0150,慢性甲状腺炎,0,20220401,99999999,00000000
10,0160,甲状腺機能低下症,0,20220401,99999999,00000000
10,0170,急性甲状腺炎,0,20220401,99999999,00000000
10,0180,副腎皮質機能亢進症、非機能性副腎皮質腫瘍,0,20220401,99999999,00000000
10,0190,褐色細胞腫、パラガングリオーマ,0,20220401,99999999,00000000
10,0202,その他の副腎皮質機能低下症,0,20220401,99999999,00000000
10,0210,低血糖症,0,20220401,99999999,00000000
10,0220,原発性副甲状腺機能亢進症、副甲状腺腫瘍,0,20220401,99999999,00000000
10,0230,続発性副甲状腺機能亢進症,0,20220401,99999999,00000000
10,0240,副甲状腺機能低下症,0,20220401,99999999,00000000
10,0250,下垂体機能低下症,0,20220401,99999999,00000000
10,0260,下垂体機能亢進症,0,20220401,99999999,00000000
10,0270,間脳下垂体疾患（その他）,0,20220401,99999999,00000000
10,0280,尿崩症,0,20220401,99999999,00000000
10,0285,ＡＤＨ分泌異常症,0,20220401,99999999,00000000
10,0290,グルコース調節・膵内分泌障害、その他の内分泌疾患,0,20220401,99999999,00000000
10,0300,代謝性疾患（糖尿病を除く。）,0,20220401,99999999,00000000
10,0310,腎血管性高血圧症,0,20220401,99999999,00000000
10,0320,内分泌性高血圧症（その他）,0,20220401,99999999,00000000
10,0330,栄養障害（その他）,0,20220401,99999999,00000000
10,0335,代謝障害（その他）,0,20220401,99999999,00000000
10,0360,小人症,0,20220401,99999999,00000000
10,0370,アミロイドーシス,0,20220401,99999999,00000000
10,0380,体液量減少症,0,20220401,99999999,00000000
10,0391,低カリウム血症,0,20220401,99999999,00000000
10,0392,カルシウム代謝障害,0,20220401,99999999,00000000
10,0393,その他の体液・電解質・酸塩基平衡障害,0,20220401,99999999,00000000
11,001x,腎腫瘍,0,20220401,99999999,00000000
11,002x,性器の悪性腫瘍,0,20220401,99999999,00000000
11,004x,尿道・性器の良性腫瘍,0,20220401,99999999,00000000
11,0050,後腹膜疾患,0,20220401,99999999,00000000
11,0060,腎盂・尿管の悪性腫瘍,0,20220401,99999999,00000000
11,0070,膀胱腫瘍,0,20220401,99999999,00000000
11,0080,前立腺の悪性腫瘍,0,20220401,99999999,00000000
11,0100,精巣腫瘍,0,20220401,99999999,00000000
11,012x,上部尿路疾患,0,20220401,99999999,00000000
11,013x,下部尿路疾患,0,20220401,99999999,00000000
11,0200,前立腺肥大症等,0,20220401,99999999,00000000
11,022x,男性生殖器疾患,0,20220401,99999999,00000000
11,0260,ネフローゼ症候群,0,20220401,99999999,00000000
11,0270,急速進行性腎炎症候群,0,20220401,99999999,00000000
11,0275,急性腎炎症候群,0,20220401,99999999,00000000
11,0280,慢性腎炎症候群・慢性間質性腎炎・慢性腎不全,0,20220401,99999999,00000000
11,0290,急性腎不全,0,20220401,99999999,00000000
11,0310,腎臓又は尿路の感染症,0,20220401,99999999,00000000
11,0320,腎、泌尿器の疾患（その他）,0,20220401,99999999,00000000
11,0420,水腎症等,0,20220401,99999999,00000000
11,0430,腎動脈塞栓症,0,20220401,99999999,00000000
12,0010,卵巣・子宮附属器の悪性腫瘍,0,20220401,99999999,00000000
12,002x,子宮頸・体部の悪性腫瘍,0,20220401,99999999,00000000
12,0030,外陰の悪性腫瘍,0,20220401,99999999,00000000
12,0040,腟の悪性腫瘍,0,20220401,99999999,00000000
12,0050,絨毛性疾患,0,20220401,99999999,00000000
12,0060,子宮の良性腫瘍,0,20220401,99999999,00000000
12,0070,卵巣の良性腫瘍,0,20220401,99999999,00000000
12,0080,女性生殖器の良性腫瘍（その他）,0,20220401,99999999,00000000
12,0090,生殖器脱出症,0,20220401,99999999,00000000
12,0100,子宮内膜症,0,20220401,99999999,00000000
12,0110,子宮・子宮附属器の炎症性疾患,0,20220401,99999999,00000000
12,0120,卵巣・卵管・広間膜の非炎症性疾患,0,20220401,99999999,00000000
12,0130,異所性妊娠（子宮外妊娠）,0,20220401,99999999,00000000
12,0140,流産,0,20220401,99999999,00000000
12,0150,妊娠早期の出血,0,20220401,99999999,00000000
12,0160,妊娠高血圧症候群関連疾患,0,20220401,99999999,00000000
12,0165,妊娠合併症等,0,20220401,99999999,00000000
12,0170,早産、切迫早産,0,20220401,99999999,00000000
12,0180,胎児及び胎児付属物の異常,0,20220401,99999999,00000000
12,0182,前置胎盤及び低置胎盤,0,20220401,99999999,00000000
12,0185,（常位）胎盤早期剥離,0,20220401,99999999,00000000
12,0190,女性生殖系の炎症性疾患（その他）,0,20220401,99999999,00000000
12,0200,妊娠中の糖尿病,0,20220401,99999999,00000000
12,0210,女性性器を含む瘻,0,20220401,99999999,00000000
12,0220,女性性器のポリープ,0,20220401,99999999,00000000
12,0230,子宮の非炎症性障害,0,20220401,99999999,00000000
12,0240,腟及び外陰の非炎症性障害,0,20220401,99999999,00000000
12,0250,生殖・月経周期に関連する病態,0,20220401,99999999,00000000
12,0260,分娩の異常,0,20220401,99999999,00000000
12,0270,産褥期を中心とするその他の疾患,0,20220401,99999999,00000000
12,0271,産褥期の乳房障害,0,20220401,99999999,00000000
12,0280,骨盤静脈瘤、外陰静脈瘤,0,20220401,99999999,00000000
12,0290,産科播種性血管内凝固症,0,20220401,99999999,00000000
12,0300,人工授精に関する合併症,0,20220401,99999999,00000000
13,0010,急性白血病,0,20220401,99999999,00000000
13,0020,ホジキン病,0,20220401,99999999,00000000
13,0030,非ホジキンリンパ腫,0,20220401,99999999,00000000
13,0040,多発性骨髄腫、免疫系悪性新生物,0,20220401,99999999,00000000
13,0050,骨髄増殖性腫瘍,0,20220401,99999999,00000000
13,0060,骨髄異形成症候群,0,20220401,99999999,00000000
13,0070,白血球疾患（その他）,0,20220401,99999999,00000000
13,0080,再生不良性貧血,0,20220401,99999999,00000000
13,0090,貧血（その他）,0,20220401,99999999,00000000
13,0100,播種性血管内凝固症候群,0,20220401,99999999,00000000
13,0110,出血性疾患（その他）,0,20220401,99999999,00000000
13,0111,アレルギー性紫斑病,0,20220401,99999999,00000000
13,0120,血液疾患（その他）,0,20220401,99999999,00000000
13,0130,凝固異常（その他）,0,20220401,99999999,00000000
13,0140,造血器疾患（その他）,0,20220401,99999999,00000000
13,0150,原発性免疫不全症候群,0,20220401,99999999,00000000
13,0160,後天性免疫不全症候群,0,20220401,99999999,00000000
13,0170,血友病,0,20220401,99999999,00000000
14,0010,妊娠期間短縮、低出産体重に関連する障害,0,20220401,99999999,00000000
14,0070,頭蓋、顔面骨の先天異常,0,20220401,99999999,00000000
14,0080,脳、脊髄の先天異常,0,20220401,99999999,00000000
14,0090,先天性鼻涙管閉塞,0,20220401,99999999,00000000
14,0100,眼の先天異常,0,20220401,99999999,00000000
14,0110,鼻の先天異常,0,20220401,99999999,00000000
14,0140,口蓋・口唇先天性疾患,0,20220401,99999999,00000000
14,0170,正中頸嚢胞・側頸嚢胞,0,20220401,99999999,00000000
14,0190,小耳症・耳介異常・外耳道閉鎖,0,20220401,99999999,00000000
14,0210,先天性耳瘻孔、副耳,0,20220401,99999999,00000000
14,0220,耳の疾患（その他）,0,20220401,99999999,00000000
14,0230,喉頭の疾患（その他）,0,20220401,99999999,00000000
14,0245,舌・口腔・咽頭の先天異常,0,20220401,99999999,00000000
14,0260,胸郭の変形及び先天異常,0,20220401,99999999,00000000
14,0270,肺の先天性異常,0,20220401,99999999,00000000
14,0280,気道の先天異常,0,20220401,99999999,00000000
14,029x,動脈管開存症、心房中隔欠損症,0,20220401,99999999,00000000
14,031x,先天性心疾患（動脈管開存症、心房中隔欠損症を除く。）,0,20220401,99999999,00000000
14,0390,食道の先天異常,0,20220401,99999999,00000000
14,0410,先天性肥厚性幽門狭窄症,0,20220401,99999999,00000000
14,0420,腸重積,0,20220401,99999999,00000000
14,0430,腸管の先天異常,0,20220401,99999999,00000000
14,044x,直腸肛門奇形、ヒルシュスプルング病,0,20220401,99999999,00000000
14,0450,胆道の先天異常（拡張症）,0,20220401,99999999,00000000
14,0460,胆道の先天異常（閉鎖症）,0,20220401,99999999,00000000
14,0480,先天性腹壁異常,0,20220401,99999999,00000000
14,0490,手足先天性疾患,0,20220401,99999999,00000000
14,0500,骨軟骨先天性形成異常,0,20220401,99999999,00000000
14,0510,股関節先天性疾患、大腿骨先天性疾患,0,20220401,99999999,00000000
