MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,定義副傷病ﾌﾗｸﾞ,ICD名称,ICDｺｰﾄﾞ,変更区分,有効期間,,更新日
01,0310,1,1,左脚後枝ブロック,I445,0,20240601,99999999,00000000
01,0310,1,1,その他及び詳細不明の分枝ブロック,I446,0,20240601,99999999,00000000
01,0310,1,1,左脚ブロック，詳細不明,I447,0,20240601,99999999,00000000
01,0310,1,1,右脚分枝ブロック,I450,0,20240601,99999999,00000000
01,0310,1,1,その他及び詳細不明の右脚ブロック,I451,0,20240601,99999999,00000000
01,0310,1,1,二束ブロック,I452,0,20240601,99999999,00000000
01,0310,1,1,三束ブロック,I453,0,20240601,99999999,00000000
01,0310,1,1,非特異性心室内ブロック,I454,0,20240601,99999999,00000000
01,0310,1,1,その他の明示された心ブロック,I455,0,20240601,99999999,00000000
01,0310,1,1,その他の明示された伝導障害,I458,0,20240601,99999999,00000000
01,0310,1,1,伝導障害，詳細不明,I459,0,20240601,99999999,00000000
01,0310,1,1,心停止,I46$,0,20240601,99999999,00000000
01,0310,1,1,洞不全症候群,I495,0,20240601,99999999,00000000
01,0310,1,1,心臓電子器具の機械的合併症,T821,0,20240601,99999999,00000000
03,001x,1,2,無顆粒球症,D70,0,20240601,99999999,00000000
03,001x,1,2,白血球の遺伝性異常,D720,0,20240601,99999999,00000000
03,001x,1,2,好酸球増加症,D721,0,20240601,99999999,00000000
03,001x,1,2,その他の明示された白血球の障害,D728,0,20240601,99999999,00000000
03,001x,1,2,白血球の障害，詳細不明,D729,0,20240601,99999999,00000000
03,001x,1,2,非電離放射線の慢性曝露による皮膚変化,L57$,0,20240601,99999999,00000000
03,001x,1,2,放射線皮膚炎,L58$,0,20240601,99999999,00000000
03,001x,1,2,皮膚及び皮下組織の放射線に関連するその他の明示された障害,L598,0,20240601,99999999,00000000
03,001x,1,2,皮膚及び皮下組織の放射線に関連する障害，詳細不明,L599,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，腎合併症を伴うもの,E112,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，眼合併症を伴うもの,E113,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，神経（学的）合併症を伴うもの,E114,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，末梢循環合併症を伴うもの,E115,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，その他の明示された合併症を伴うもの,E116,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，多発合併症を伴うもの,E117,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，詳細不明の合併症を伴うもの,E118,0,20240601,99999999,00000000
03,0240,1,3,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，合併症を伴わないもの,E119,0,20240601,99999999,00000000
04,0010,1,2,無顆粒球症,D70,0,20240601,99999999,00000000
04,0010,1,2,白血球の遺伝性異常,D720,0,20240601,99999999,00000000
04,0010,1,2,好酸球増加症,D721,0,20240601,99999999,00000000
04,0010,1,2,その他の明示された白血球の障害,D728,0,20240601,99999999,00000000
04,0010,1,2,白血球の障害，詳細不明,D729,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，肩甲骨及び上肢の長骨,C400,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，上肢の短骨,C401,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の長骨,C402,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の短骨,C403,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨の境界部病巣,C408,0,20240601,99999999,00000000
04,0040,1,3,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨，部位不明,C409,0,20240601,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，肋骨，胸骨及び鎖骨,C413,0,20240601,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨の境界部病巣,C418,0,20240601,99999999,00000000
04,0040,1,3,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨，部位不明,C419,0,20240601,99999999,00000000
04,0040,1,3,骨及び骨髄の続発性悪性新生物＜腫瘍＞,C795,0,20240601,99999999,00000000
04,0040,1,2,無顆粒球症,D70,0,20240601,99999999,00000000
04,0040,1,2,白血球の遺伝性異常,D720,0,20240601,99999999,00000000
04,0040,1,2,好酸球増加症,D721,0,20240601,99999999,00000000
04,0040,1,2,その他の明示された白血球の障害,D728,0,20240601,99999999,00000000
04,0040,1,2,白血球の障害，詳細不明,D729,0,20240601,99999999,00000000
04,0040,1,1,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
04,0040,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
04,0040,1,1,百日咳，詳細不明,A379,0,20240601,99999999,00000000
04,0040,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
04,0040,1,1,水痘肺炎,B012,0,20240601,99999999,00000000
04,0040,1,1,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
04,0040,1,1,肺カンジダ症,B371,0,20240601,99999999,00000000
04,0040,1,1,ニューモシスチス症,B59,0,20240601,99999999,00000000
04,0040,1,1,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
04,0040,1,1,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
04,0040,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
04,0040,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
04,0040,1,1,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
04,0040,1,1,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
04,0080,1,1,心不全,I50$,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，腎合併症を伴うもの,E112,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，眼合併症を伴うもの,E113,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，神経（学的）合併症を伴うもの,E114,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，末梢循環合併症を伴うもの,E115,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，その他の明示された合併症を伴うもの,E116,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，多発合併症を伴うもの,E117,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，詳細不明の合併症を伴うもの,E118,0,20240601,99999999,00000000
04,0100,1,1,２型＜インスリン非依存性＞糖尿病＜ＮＩＤＤＭ＞，合併症を伴わないもの,E119,0,20240601,99999999,00000000
04,0100,1,1,肺気腫,J43$,0,20240601,99999999,00000000
04,0100,1,1,その他の慢性閉塞性肺疾患,J44$,0,20240601,99999999,00000000
04,0120,1,2,固形物及び液状物による肺臓炎,J69$,0,20240601,99999999,00000000
04,0140,1,2,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
04,0140,1,2,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
04,0140,1,2,百日咳，詳細不明,A379,0,20240601,99999999,00000000
04,0140,1,2,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
04,0140,1,2,水痘肺炎,B012,0,20240601,99999999,00000000
04,0140,1,2,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
04,0140,1,2,肺カンジダ症,B371,0,20240601,99999999,00000000
04,0140,1,2,ニューモシスチス症,B59,0,20240601,99999999,00000000
04,0140,1,2,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
04,0140,1,2,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
04,0140,1,2,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
04,0140,1,2,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
04,0140,1,2,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
04,0140,1,2,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
04,0170,1,1,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
04,0170,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
04,0170,1,1,百日咳，詳細不明,A379,0,20240601,99999999,00000000
04,0170,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
04,0170,1,1,水痘肺炎,B012,0,20240601,99999999,00000000
04,0170,1,1,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
04,0170,1,1,肺カンジダ症,B371,0,20240601,99999999,00000000
04,0170,1,1,ニューモシスチス症,B59,0,20240601,99999999,00000000
04,0170,1,1,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
04,0170,1,1,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
04,0170,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
04,0170,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
04,0170,1,1,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
04,0170,1,1,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
04,0170,1,1,呼吸不全，他に分類されないもの,J96$,0,20240601,99999999,00000000
04,0200,1,1,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
04,0200,1,1,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
04,0200,1,1,百日咳，詳細不明,A379,0,20240601,99999999,00000000
04,0200,1,1,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
04,0200,1,1,水痘肺炎,B012,0,20240601,99999999,00000000
04,0200,1,1,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
04,0200,1,1,肺カンジダ症,B371,0,20240601,99999999,00000000
04,0200,1,1,ニューモシスチス症,B59,0,20240601,99999999,00000000
04,0200,1,1,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
04,0200,1,1,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
04,0200,1,1,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
04,0200,1,1,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
04,0200,1,1,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
04,0200,1,1,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
04,0200,1,1,炭坑夫じん＜塵＞肺（症）,J60,0,20240601,99999999,00000000
04,0200,1,1,石綿＜アスベスト＞及びその他の無機質線維によるじん＜塵＞肺（症）,J61,0,20240601,99999999,00000000
04,0200,1,1,珪酸を含む粉じん＜塵＞によるじん＜塵＞肺（症）,J62$,0,20240601,99999999,00000000
04,0200,1,1,その他の無機粉じん＜塵＞によるじん＜塵＞肺（症）,J63$,0,20240601,99999999,00000000
04,0200,1,1,詳細不明のじん＜塵＞肺（症）,J64,0,20240601,99999999,00000000
04,0200,1,1,結核を伴うじん＜塵＞肺（症）,J65,0,20240601,99999999,00000000
04,0200,1,1,特異的な有機粉じん＜塵＞による気道疾患,J66$,0,20240601,99999999,00000000
04,0200,1,1,有機粉じん＜塵＞による過敏性肺臓炎,J67$,0,20240601,99999999,00000000
04,0200,1,1,化学物質，ガス，フューム及び蒸気の吸入による呼吸器病態,J68$,0,20240601,99999999,00000000
04,0200,1,1,その他の外的因子による呼吸器病態,J70$,0,20240601,99999999,00000000
04,0200,1,1,肺好酸球症，他に分類されないもの,J82,0,20240601,99999999,00000000
04,0200,1,1,その他の間質性肺疾患,J84$,0,20240601,99999999,00000000
04,0200,1,1,リウマチ性肺疾患,J990,0,20240601,99999999,00000000
04,0200,1,1,その他のびまん＜広汎＞性結合組織障害における呼吸器障害,J991,0,20240601,99999999,00000000
04,026x,1,2,呼吸不全，他に分類されないもの,J96$,0,20240601,99999999,00000000
05,0030,1,3,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
05,0030,1,3,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
05,0030,1,3,百日咳，詳細不明,A379,0,20240601,99999999,00000000
05,0030,1,3,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
05,0030,1,3,水痘肺炎,B012,0,20240601,99999999,00000000
05,0030,1,3,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
05,0030,1,3,肺カンジダ症,B371,0,20240601,99999999,00000000
05,0030,1,3,ニューモシスチス症,B59,0,20240601,99999999,00000000
05,0030,1,3,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
05,0030,1,3,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
05,0030,1,3,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
05,0030,1,3,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
05,0030,1,3,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
05,0030,1,3,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
05,0050,1,3,輸液，輸血及び治療用注射に続発する合併症,T80$,0,20240601,99999999,00000000
05,0050,1,3,処置の合併症，他に分類されないもの,T81$,0,20240601,99999999,00000000
05,0050,1,3,人工心臓弁の機械的合併症,T820,0,20240601,99999999,00000000
05,0050,1,3,冠（状）動脈バイパス＜副行路＞及び弁移植片の機械的合併症,T822,0,20240601,99999999,00000000
05,0050,1,3,その他の血管移植片の機械的合併症,T823,0,20240601,99999999,00000000
